Timestamp,Name,Confidence,Match,Location
2025-05-19 17:52:28,Not Matched,0,False,
2025-05-19 17:53:04,Not Matched,0,False,
2025-05-19 17:53:27,AllyTech,94.0,True,
2025-05-19 17:53:54,AllyTech,62.01,True,
2025-05-19 17:54:17,AllyTech,65.22,True,
2025-05-19 17:55:08,AllyTech.,79.77,True,
2025-05-19 17:55:41,AllyTech.,71.57,True,
